Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent
M1825,A56,,Scheduled,LandingGear,,2024-06-19,2024-06-21,24306.0,,179.0,72890.0,,,Completed,,115.0,8.0,12026.0,49.48
M417,A04,B787,,,,2022-09-18,,11212.0,13404.0,168.0,16963.0,V-A,Critical,completed,Chicago,,,2192.0,19.55
M4973,A57,B737,Emergency,Structure,2023-05-03,,,14119.0,,,,inhouse,Critical,completed,,115.0,,,40.93
M798,A32,,Unscheduled,Avionics,,2022-12-28,,36077.0,33561.0,,,inhouse,Critical,InProgress,Singapore,76.0,3.0,,
M2872,A42,,Preventive,Structure,,2023-06-06,2023-06-06,91595.0,80963.0,133.0,,,Critical,InProgress,LosAngeles,,2.0,-10632.0,
M010,A10,B777,Unscheduled,Electrical,,2024-07-23,,138080.0,,204.0,70514.0,,Medium,Cancelled,NewYork,,,25845.0,
M1945,A41,B777,Preventive,Electrical,2023-08-06,,,,,,12318.0,,Critical,,Dubai,,3.0,1601.0,12.33
M1839,A51,,Emergency,Structure,2022-09-19,2022-09-17,2022-09-21,147278.0,209513.0,82.0,,V-C,High,,London,21.0,5.0,62235.0,42.26
M4805,A14,A-320,Emergency,Structure,2024-07-23,2024-07-31,,111651.0,135062.0,126.0,53228.0,V-B,,completed,Chennai,34.0,,23411.0,
M256,A11,,,,,2022-05-13,2022-05-17,,,,,,,,Mumbai,,6.0,,17.09
M4486,A23,B787,scheduled,Avionics,2022-04-01,2022-04-10,2022-04-11,128674.0,156900.0,179.0,87845.0,inhouse,Medium,Delayed,Mumbai,48.0,,28226.0,
M734,A20,A-320,scheduled,Structure,2022-07-12,2022-07-11,2022-07-14,,96363.0,31.0,20305.0,InHouse,,,Dallas,,8.0,,-16.86
M1582,A08,,scheduled,LandingGear,2022-06-02,2022-06-13,2022-06-18,48761.0,56635.0,,,InHouse,Low,Completed,Atlanta,65.0,6.0,,
M2957,A41,A320,Preventive,LandingGear,,,2023-04-23,102046.0,,,73033.0,V-C,Medium,,Tokyo,,8.0,1179.0,
M925,A56,B787,Emergency,,2023-04-15,2023-04-20,2023-04-21,59887.0,,107.0,46683.0,V-B,Low,Completed,London,95.0,,,14.68
M1974,A52,B787,Unscheduled,Avionics,2023-04-28,2023-05-10,,,129285.0,,,inhouse,,completed,Chennai,18.0,8.0,36130.0,38.78
M2509,A57,B737,Unscheduled,Hydraulics,2023-12-17,2023-12-25,,,160350.0,,26302.0,,Low,,Singapore,,,35703.0,
M4768,A55,,Unscheduled,Hydraulics,2023-05-12,,2023-05-24,122281.0,,143.0,,V-A,,completed,Dallas,24.0,2.0,,21.03
M3776,A39,A350,Scheduled,Electrical,2022-02-26,2022-02-27,,,52079.0,104.0,7741.0,V-C,High,,,127.0,6.0,-6346.0,
M4836,A22,A350,Unscheduled,Electrical,,,2022-12-09,35223.0,41800.0,15.0,,V-C,,InProgress,Amsterdam,,,6577.0,18.67
M4137,A29,A-320,,,2023-01-02,,,77954.0,,,64280.0,V-A,Low,InProgress,Singapore,74.0,4.0,,25.4
M4965,A29,,,Engine,2023-03-29,,2023-04-10,12739.0,,130.0,59000.0,,Medium,Delayed,Paris,79.0,9.0,1700.0,13.34
M2780,A07,A350,Emergency,,2022-11-07,,2022-11-16,108833.0,101493.0,15.0,,,,completed,Mumbai,87.0,4.0,,
M540,A46,B787,,,2023-06-02,2023-06-03,2023-06-08,,100427.0,182.0,28871.0,InHouse,,Completed,Tokyo,45.0,,,
M2746,A12,A320,Preventive,Avionics,2024-09-02,2024-09-02,,88958.0,,83.0,10193.0,V-A,Critical,,Amsterdam,,8.0,,10.5
M3430,A16,A350,Preventive,,,2023-03-17,,53474.0,41010.0,178.0,89730.0,V-A,Medium,,,40.0,3.0,-12464.0,
M2330,A24,b737,scheduled,,2022-07-30,2022-08-02,2022-08-02,83476.0,106643.0,150.0,22771.0,V-A,Low,Cancelled,,106.0,1.0,23167.0,
M1146,A34,A320,,Engine,,,,,192437.0,,31637.0,,,Completed,,99.0,8.0,43183.0,
M4772,A06,,Unscheduled,Electrical,2022-07-17,,2022-07-18,38574.0,,49.0,17527.0,InHouse,,,,,9.0,-7490.0,-19.42
M4469,A39,A350,,Avionics,2022-02-12,2022-02-15,2022-02-18,,108624.0,27.0,,V-A,,Completed,Dallas,24.0,,18228.0,
M668,A11,A320,Scheduled,,2022-11-07,,,75389.0,86073.0,65.0,,,High,Delayed,Mumbai,,,,
M3020,A30,A350,Scheduled,Structure,2023-04-17,2023-04-14,,,,180.0,62172.0,,,,Tokyo,106.0,3.0,,
M358,A13,B787,scheduled,,2023-07-27,,2023-08-04,108630.0,,139.0,,,Critical,,,,6.0,24093.0,
M3863,A20,,,,2023-08-28,,2023-09-11,75147.0,,41.0,,,,Completed,,,,,-8.57
M2832,A03,b737,Scheduled,Engine,,2024-06-14,2024-06-15,54125.0,,87.0,78226.0,V-A,,Delayed,,,8.0,,35.12
M2784,A24,A350,scheduled,Avionics,,,2023-08-29,118605.0,,50.0,,,Low,InProgress,Frankfurt,116.0,,22479.0,
M1354,A23,A350,Scheduled,Hydraulics,2022-12-21,2022-12-22,,51828.0,,,,,High,Delayed,Singapore,,7.0,,
M3108,A57,B737,,Engine,2024-08-16,,,,,,79097.0,,,Cancelled,NewYork,,7.0,-34980.0,-24.51
M471,A52,A350,Emergency,,2024-05-25,2024-06-04,2024-06-06,23247.0,,8.0,89363.0,InHouse,,Cancelled,Frankfurt,,2.0,9666.0,
M2704,A21,b737,Preventive,Hydraulics,2024-04-15,2024-04-23,,32007.0,,,31437.0,,Medium,Completed,,122.0,7.0,,35.51
M3331,A23,,Scheduled,Avionics,,,2023-11-26,24671.0,17846.0,27.0,,,Low,,London,,7.0,,-27.66
M3638,A25,A-320,,,2022-08-31,,,,20756.0,84.0,,V-B,,InProgress,LosAngeles,137.0,1.0,-6210.0,-23.03
M1397,A18,A320,Preventive,,,,2023-03-18,,90729.0,126.0,,V-B,High,Delayed,Dubai,44.0,,2752.0,
M3585,A35,B737,Preventive,LandingGear,,2024-09-21,2024-09-25,80752.0,95564.0,,,V-A,,,Tokyo,53.0,5.0,,
M4382,A06,,,,2022-06-14,2022-06-18,,,7015.0,,81264.0,,,Completed,Singapore,,,-2513.0,
M3377,A29,,,Structure,,,2023-03-05,116837.0,159270.0,211.0,73988.0,,,Cancelled,Paris,89.0,5.0,42433.0,
M1257,A10,B777,Unscheduled,Hydraulics,2023-12-13,,,53952.0,42877.0,114.0,63700.0,,Medium,Cancelled,,85.0,10.0,-11075.0,
M3513,A10,,,Structure,2024-09-07,2024-09-18,,,189330.0,141.0,,V-A,Low,Completed,Mumbai,116.0,,,27.58
M1251,A44,b737,,Avionics,2022-12-26,,2022-12-26,129382.0,,218.0,79119.0,,,,,85.0,,-30679.0,
M3867,A17,,Emergency,,2023-06-06,,2023-06-14,47143.0,49072.0,74.0,84338.0,,,Completed,Chennai,58.0,3.0,1929.0,
M4299,A31,A-320,Unscheduled,Avionics,2024-01-11,2024-01-08,2024-01-11,,16807.0,,69315.0,,Medium,completed,LosAngeles,,7.0,2156.0,14.72
M3285,A27,B787,Emergency,Hydraulics,,2022-06-19,,,63888.0,,80227.0,V-B,Medium,Cancelled,Paris,,9.0,-8822.0,-12.13
M2934,A18,,Emergency,Avionics,2023-05-04,2023-05-05,,,90978.0,81.0,,,,Cancelled,,42.0,,-16560.0,
M4176,A46,B787,Scheduled,,2023-02-04,2023-02-08,,59987.0,,,19738.0,,High,InProgress,Chennai,,5.0,,
M4911,A16,,Preventive,Engine,2024-06-07,2024-06-15,2024-06-19,,115580.0,160.0,52825.0,V-C,High,InProgress,London,110.0,4.0,,-5.86
M1853,A40,,Preventive,Electrical,2022-05-02,,2022-05-17,46886.0,33349.0,64.0,,,Low,,,,10.0,-13537.0,-28.87
M600,A01,A350,,Engine,2022-08-26,2022-08-29,2022-08-30,98474.0,,104.0,28887.0,InHouse,High,,Singapore,,,-4068.0,
M4193,A21,B737,Emergency,,,2022-05-11,2022-05-15,47219.0,,,67193.0,,,Completed,,111.0,1.0,17753.0,37.6
M2106,A49,B737,scheduled,,,,,10502.0,10801.0,,38673.0,V-A,,,LosAngeles,,1.0,,
M134,A50,B787,Preventive,,2023-03-05,2023-03-06,2023-03-10,,,191.0,9163.0,V-B,High,completed,,,,,2.83
M487,A17,b737,scheduled,,,2024-05-26,2024-05-28,80247.0,97647.0,108.0,32258.0,,High,InProgress,NewYork,67.0,,17400.0,21.68
M929,A15,A350,,Avionics,2024-05-15,2024-05-21,,26551.0,,145.0,21317.0,V-C,,Cancelled,,61.0,4.0,,-4.09
M824,A17,B787,Scheduled,,,2022-03-22,2022-03-23,,,209.0,69461.0,,,,,75.0,10.0,-4693.0,-7.6
M2218,A34,B787,Scheduled,,,,2023-09-11,14009.0,,,,,Critical,,Paris,110.0,5.0,-2379.0,
M1532,A01,A350,Preventive,,,2022-02-27,2022-03-03,,105684.0,57.0,,,Critical,InProgress,London,58.0,9.0,-11673.0,
M1215,A50,A320,,,2024-05-16,,2024-05-15,24647.0,,128.0,8053.0,,Critical,Delayed,,,8.0,10117.0,
M505,A11,B777,Preventive,,,,2024-05-09,87053.0,,,,InHouse,Critical,,Chicago,,4.0,4232.0,4.86
M4286,A54,B777,Unscheduled,Engine,2023-08-06,2023-08-12,,29800.0,30549.0,154.0,76846.0,inhouse,Critical,completed,Frankfurt,13.0,,749.0,
M1997,A07,,Preventive,,2023-06-21,2023-06-30,,17930.0,,61.0,6861.0,V-B,High,Cancelled,Chennai,,6.0,,22.54
M3073,A41,,Preventive,Engine,2024-02-19,2024-02-21,,,109102.0,,50179.0,V-C,,,Dallas,,6.0,22676.0,26.24
M1959,A23,b737,Emergency,,,,,130193.0,124712.0,165.0,21793.0,,,Delayed,Amsterdam,122.0,5.0,-5481.0,
M1385,A04,A320,,Structure,2023-09-17,2023-09-25,2023-09-28,70306.0,,99.0,28604.0,V-A,Critical,,Mumbai,,10.0,,41.89
M895,A01,,Preventive,,2023-06-25,2023-07-05,2023-07-05,110241.0,127856.0,7.0,30521.0,V-C,,InProgress,,,10.0,17615.0,15.98
M4925,A43,,,Structure,,2024-05-10,,,,213.0,33572.0,V-B,Critical,InProgress,Paris,,3.0,14664.0,33.48
M456,A56,B787,,Engine,,2022-05-22,2022-05-23,,56054.0,156.0,50253.0,V-A,Critical,Cancelled,Singapore,74.0,,-3415.0,-5.74
M1542,A19,,Unscheduled,Avionics,2024-06-27,,,7825.0,,52.0,,InHouse,,Delayed,Mumbai,,7.0,3545.0,
M3710,A01,,Unscheduled,Electrical,,,,,,217.0,57081.0,V-C,Medium,Cancelled,LosAngeles,52.0,8.0,-6263.0,
M3007,A09,B787,Emergency,Engine,,2022-11-23,2022-11-25,8446.0,8415.0,86.0,49469.0,V-A,Critical,InProgress,,45.0,,-31.0,
M4850,A13,A320,Emergency,Electrical,2023-10-01,2023-10-01,2023-10-07,,73310.0,,13696.0,,Critical,completed,Tokyo,,,22453.0,
M4749,A03,B777,Scheduled,Structure,2022-09-17,,2022-09-30,,,49.0,72231.0,V-A,Low,Cancelled,LosAngeles,129.0,2.0,31117.0,
M4269,A40,,,,2023-07-04,2023-07-11,,147284.0,148301.0,,,V-B,Low,completed,,55.0,,,0.69
M3523,A48,b737,scheduled,Electrical,2022-12-03,2022-12-01,,,125951.0,66.0,76257.0,V-A,Critical,InProgress,Chicago,6.0,,30670.0,32.19
M4135,A37,B787,Preventive,,2023-12-10,2023-12-19,2023-12-23,,11282.0,,46850.0,V-A,Medium,Delayed,,80.0,6.0,2046.0,22.15
M3603,A24,,scheduled,Hydraulics,2024-05-06,2024-05-08,2024-05-14,44274.0,,,18710.0,,,completed,,103.0,,13058.0,
M714,A41,b737,,Avionics,2023-08-09,2023-08-18,,39222.0,58312.0,66.0,,V-B,Medium,InProgress,Amsterdam,67.0,7.0,19090.0,48.67
M4187,A36,B777,,Structure,2023-09-05,2023-09-11,2023-09-12,,,132.0,6679.0,V-B,High,,Chicago,134.0,4.0,13626.0,
M2215,A01,B737,,Electrical,,,2022-05-25,90175.0,84943.0,27.0,15922.0,V-B,Medium,,Atlanta,133.0,6.0,-5232.0,-5.8
M2924,A29,B787,Unscheduled,Hydraulics,2023-05-07,2023-05-04,2023-05-09,97604.0,112194.0,163.0,23210.0,V-A,,Completed,Paris,,,14590.0,14.95
M1811,A24,b737,,,,2022-04-17,2022-04-18,,101833.0,94.0,53266.0,InHouse,,Cancelled,Atlanta,15.0,10.0,-27616.0,
M3487,A52,A350,scheduled,Electrical,2024-08-17,,2024-08-22,,,,89348.0,,Critical,,Mumbai,143.0,,-18034.0,-21.38
M3142,A42,B737,Scheduled,,,,,22083.0,,8.0,65173.0,V-A,,Completed,Dubai,95.0,8.0,,
M1828,A34,b737,,Engine,,2023-07-13,2023-07-17,,69989.0,27.0,86818.0,,High,Cancelled,Mumbai,,3.0,3074.0,4.59
M1156,A43,A-320,,Hydraulics,2024-05-02,2024-05-04,,63650.0,44604.0,158.0,52206.0,InHouse,Critical,Completed,,104.0,9.0,,
M1325,A01,,Scheduled,,,2024-06-24,,71444.0,,188.0,,V-B,,Cancelled,Frankfurt,96.0,7.0,1192.0,1.67
M4313,A56,B777,Preventive,LandingGear,,,,,35329.0,,77287.0,inhouse,Medium,InProgress,Toronto,,7.0,,8.02
M511,A11,,Preventive,,,2022-09-12,2022-09-13,,14339.0,170.0,,V-B,,,Frankfurt,115.0,,3962.0,38.18
M1681,A36,B787,Scheduled,Hydraulics,2024-04-21,2024-04-28,2024-05-04,,89629.0,,,V-B,Low,InProgress,Dallas,,,2733.0,
M500,A19,,Unscheduled,Hydraulics,2022-05-14,,2022-05-26,61509.0,,51.0,,V-B,Critical,Delayed,,65.0,10.0,30518.0,49.62
M2068,A23,A350,,,,,,96616.0,,66.0,62567.0,InHouse,Low,InProgress,NewYork,56.0,,,
M1857,A39,B787,Scheduled,Engine,2024-02-25,2024-03-04,2024-03-08,104246.0,111881.0,188.0,44415.0,V-C,Critical,,Singapore,71.0,,7635.0,
M1389,A60,B737,Unscheduled,Avionics,2024-03-18,,2024-03-31,,103826.0,,79485.0,V-A,Medium,Cancelled,,141.0,5.0,,10.46
M3720,A45,A-320,,Electrical,,,2022-02-03,96664.0,,,,,Medium,,Mumbai,28.0,6.0,,
M2387,A29,B787,Unscheduled,,2024-07-20,2024-07-17,2024-07-19,147434.0,169315.0,21.0,74347.0,inhouse,High,completed,Atlanta,77.0,8.0,21881.0,14.84
M3237,A29,,,,2023-05-11,,,,26555.0,,54792.0,,Low,Delayed,Paris,83.0,2.0,-8472.0,-24.19
M1541,A56,B737,Preventive,Hydraulics,2023-05-23,2023-05-22,2023-05-22,115704.0,131566.0,,3533.0,V-B,Critical,,Mumbai,54.0,,15862.0,
M1218,A37,A-320,,LandingGear,,,,111309.0,,113.0,41404.0,inhouse,Critical,Delayed,,,6.0,51788.0,
M2682,A14,,Emergency,,,,2024-02-18,54154.0,44044.0,198.0,25676.0,,Critical,Completed,Dubai,,,-10110.0,
M2994,A01,b737,,,2023-07-21,2023-07-25,2023-07-28,,,33.0,48497.0,V-B,,InProgress,Tokyo,,10.0,,
M1192,A55,,scheduled,Electrical,,,2023-07-26,79425.0,74866.0,,51570.0,,,,Frankfurt,,,-4559.0,-5.74
M1543,A18,A-320,Preventive,,,2023-08-19,2023-08-20,120492.0,99758.0,,,V-A,High,completed,NewYork,106.0,6.0,-20734.0,-17.21
M3302,A44,A-320,Preventive,LandingGear,,2022-04-27,2022-04-30,,8764.0,205.0,43367.0,inhouse,,Cancelled,London,141.0,7.0,-304.0,
M3325,A46,,,Engine,2023-05-05,2023-05-04,,44153.0,,,80783.0,V-A,Medium,Cancelled,Amsterdam,68.0,,,41.17
M2540,A09,,Scheduled,,2022-01-15,2022-01-26,2022-01-27,60475.0,83995.0,188.0,36796.0,inhouse,,Delayed,Paris,,8.0,,38.89
M954,A19,B787,Scheduled,Avionics,,,2024-07-14,104623.0,86050.0,52.0,83210.0,,Medium,Cancelled,NewYork,,2.0,,-17.75
M4847,A50,A320,scheduled,Avionics,2024-04-01,2024-04-03,2024-04-06,,69598.0,,20529.0,V-C,Critical,InProgress,Dallas,13.0,9.0,-2542.0,
M4331,A44,A-320,,,2023-06-27,2023-06-26,,108947.0,,71.0,59185.0,,,Cancelled,,82.0,4.0,-32135.0,-29.5
M733,A55,B787,Scheduled,,,2022-08-09,2022-08-12,124019.0,151827.0,61.0,48663.0,,,,Amsterdam,56.0,7.0,,22.42
M1157,A22,,,Engine,2022-07-26,2022-07-25,2022-07-25,55681.0,,21.0,,,Critical,completed,,76.0,2.0,19569.0,35.14
M3524,A49,B737,Scheduled,Avionics,,2022-04-17,2022-04-19,132607.0,,197.0,,InHouse,High,,London,119.0,6.0,,
M3295,A07,B777,,,2023-08-30,,2023-09-11,,48077.0,178.0,,V-B,Medium,Completed,,38.0,,,-3.54
M2983,A55,B777,Emergency,,2024-03-26,2024-04-07,2024-04-12,,123592.0,220.0,,,High,Delayed,,94.0,1.0,4030.0,3.37
M3144,A28,B787,,Electrical,,2022-09-09,,,105824.0,123.0,82911.0,V-B,,InProgress,Tokyo,,4.0,,3.05
M2157,A41,A-320,Scheduled,Structure,2023-10-27,2023-10-30,,65610.0,76798.0,,,inhouse,,,Chicago,33.0,,11188.0,17.05
M1063,A18,B777,scheduled,LandingGear,,,,10826.0,11335.0,,54046.0,V-A,,,,42.0,9.0,509.0,4.7
M2617,A08,b737,,Avionics,,2022-10-15,2022-10-19,100176.0,,,,V-B,,,LosAngeles,124.0,6.0,33996.0,33.94
M1168,A37,,Preventive,,2023-07-11,,,,12273.0,10.0,,inhouse,Low,Cancelled,Singapore,35.0,8.0,-370.0,-2.93
M3223,A07,b737,,Engine,,2023-03-15,2023-03-16,,,171.0,1677.0,V-A,Low,Completed,,,4.0,,
M3637,A55,b737,,Electrical,2023-09-23,2023-09-23,,,,,75104.0,V-C,,Completed,Paris,78.0,10.0,,-4.9
M2939,A42,A350,,Electrical,,2023-08-03,,35682.0,,193.0,,,Critical,Completed,LosAngeles,62.0,,,
M4492,A39,,,Hydraulics,,2023-06-17,,46041.0,63501.0,128.0,5362.0,V-B,,completed,Toronto,146.0,5.0,17460.0,37.92
M3141,A01,,,,,2022-07-16,2022-07-20,133184.0,,212.0,7957.0,,Medium,Completed,,115.0,8.0,,
M4981,A05,b737,Scheduled,,2022-02-07,2022-02-16,,,148531.0,115.0,69440.0,,High,completed,Dallas,92.0,5.0,15923.0,12.01
M144,A30,B777,,Hydraulics,,2023-11-09,2023-11-11,,26270.0,180.0,66866.0,V-C,,,,61.0,4.0,4985.0,
M3578,A60,A350,,Electrical,,2023-01-05,,,79097.0,,,V-A,,Delayed,Amsterdam,24.0,,11404.0,16.85
M4947,A07,,Scheduled,Electrical,2024-01-05,,2024-01-11,,,199.0,48595.0,InHouse,,InProgress,,57.0,9.0,-911.0,
M2783,A60,,Unscheduled,Structure,,,2023-06-23,76118.0,91858.0,168.0,,inhouse,,completed,Amsterdam,135.0,,,20.68
M718,A60,B737,Unscheduled,Electrical,2023-09-21,2023-09-18,2023-09-19,141773.0,183363.0,12.0,71248.0,,High,InProgress,Chennai,98.0,2.0,41590.0,
M1820,A53,A320,Preventive,,,,2022-11-23,93583.0,,107.0,86419.0,V-B,Critical,,,86.0,,,-7.62
M2503,A56,B787,Unscheduled,Hydraulics,2022-02-19,2022-03-01,,,122769.0,81.0,72609.0,InHouse,High,Cancelled,,98.0,4.0,16442.0,15.46
M4361,A12,B777,,,2024-01-31,2024-02-08,2024-02-10,56478.0,45561.0,61.0,46972.0,,,,,132.0,9.0,,-19.33
M4172,A22,A320,,,2024-07-29,,2024-08-12,,134792.0,163.0,60050.0,,High,completed,Dallas,15.0,4.0,14589.0,12.14
M396,A42,b737,Preventive,Hydraulics,2024-04-12,2024-04-23,2024-04-24,124428.0,117996.0,,30333.0,,Medium,,,,6.0,-6432.0,-5.17
M1193,A01,A320,Emergency,Electrical,2023-04-05,,2023-04-19,,92910.0,194.0,,,Medium,InProgress,LosAngeles,139.0,,,
M4493,A54,B737,Emergency,LandingGear,2022-12-30,2023-01-06,,79680.0,64448.0,191.0,66796.0,,High,completed,LosAngeles,52.0,10.0,-15232.0,-19.12
M1366,A25,,Preventive,Structure,2023-04-06,,2023-04-13,115045.0,,13.0,34676.0,V-C,,Completed,Paris,,6.0,40607.0,35.3
M2933,A07,A-320,,,2024-03-03,2024-03-06,,,,,7664.0,V-A,,Delayed,Amsterdam,38.0,1.0,-16783.0,
M596,A35,b737,,,2024-05-08,2024-05-05,2024-05-06,,48132.0,,,V-A,Medium,InProgress,Frankfurt,96.0,,,
M3953,A43,A-320,Unscheduled,Structure,2024-08-01,2024-08-11,2024-08-16,,23724.0,,75315.0,,,Cancelled,LosAngeles,,8.0,-781.0,-3.19
M4969,A12,B777,Preventive,Engine,2024-09-25,,,,,,,V-B,Medium,completed,Chennai,,,,
M2915,A12,B777,Preventive,,2024-03-08,2024-03-10,,,,132.0,18957.0,V-C,,InProgress,Amsterdam,,,31715.0,
M2327,A26,,Preventive,LandingGear,2022-07-31,2022-07-31,2022-08-03,,,122.0,,InHouse,Medium,,,9.0,,,-12.53
M3767,A39,A320,,,,2023-08-01,2023-08-06,,,81.0,,V-C,High,InProgress,LosAngeles,,10.0,19802.0,18.79
M3441,A34,B737,,Engine,,,2022-11-27,35599.0,28323.0,,23124.0,,Low,,Atlanta,,8.0,-7276.0,
M3852,A26,,Emergency,,2024-03-01,2024-03-11,,29285.0,,93.0,,,,,Atlanta,23.0,4.0,3661.0,12.5
M4133,A13,A-320,Emergency,,2024-08-18,2024-08-20,2024-08-22,14367.0,,161.0,74883.0,,Medium,Cancelled,,69.0,4.0,4964.0,
M1619,A59,b737,,LandingGear,2022-11-26,2022-11-25,2022-11-25,128526.0,154732.0,27.0,,V-B,High,,,93.0,,26206.0,
M2144,A07,,Preventive,,,,2024-05-14,,147940.0,,,V-B,Medium,,Singapore,5.0,8.0,,
M3505,A30,A350,,Avionics,2024-08-08,,2024-08-07,,,,60346.0,InHouse,Low,Delayed,,5.0,10.0,-10031.0,-9.88
M297,A49,A350,Unscheduled,Engine,,2022-07-04,2022-07-09,,72542.0,,49422.0,,,InProgress,,97.0,7.0,-26514.0,-26.77
M1572,A18,A-320,Emergency,Engine,2022-11-03,2022-11-04,,,31338.0,196.0,26772.0,InHouse,High,Cancelled,Frankfurt,104.0,9.0,349.0,1.13
M4080,A22,B777,,,2023-11-29,2023-11-26,,88151.0,100200.0,,20465.0,V-B,,Cancelled,Singapore,,9.0,,13.67
M1123,A50,B737,Unscheduled,Avionics,,2023-11-28,2023-12-01,133749.0,,,,inhouse,Critical,,Paris,125.0,,15752.0,
M2787,A25,,scheduled,LandingGear,2022-05-14,,,,7783.0,73.0,60615.0,V-B,,InProgress,Atlanta,29.0,5.0,-1864.0,-19.32
M2968,A17,A320,Unscheduled,Electrical,,,,,144138.0,79.0,25757.0,inhouse,High,Cancelled,London,,3.0,,
M2505,A23,b737,,Electrical,2023-04-25,2023-04-27,2023-04-30,71396.0,,,,V-A,Low,,,,3.0,,
M3466,A44,A350,Unscheduled,Avionics,2024-09-16,2024-09-25,,,,176.0,34862.0,V-C,High,,Paris,8.0,8.0,3225.0,2.42
M676,A19,B737,scheduled,Hydraulics,2023-10-05,,2023-10-05,,13041.0,,1158.0,,Critical,,Paris,103.0,3.0,-3631.0,
M2809,A18,b737,,Structure,2023-06-20,2023-06-24,,125914.0,172868.0,178.0,10434.0,,,Completed,Atlanta,57.0,7.0,46954.0,
M3349,A55,A320,Emergency,,2024-03-30,2024-03-29,2024-04-04,,106219.0,111.0,,InHouse,,,NewYork,51.0,10.0,,
M729,A13,b737,Emergency,,2022-04-18,,2022-04-29,64334.0,53793.0,,7880.0,,Critical,,NewYork,82.0,2.0,,-16.38
M413,A08,B737,Unscheduled,Hydraulics,,,2023-08-23,74309.0,96927.0,107.0,63420.0,V-C,,completed,,102.0,,22618.0,30.44
M3147,A41,b737,Preventive,,2024-08-30,2024-09-10,2024-09-14,148473.0,114128.0,,83217.0,V-A,Critical,Cancelled,Toronto,,3.0,-34345.0,
M1517,A08,,Unscheduled,,,2024-06-28,2024-06-30,131123.0,,,,V-A,Low,Cancelled,,32.0,1.0,12106.0,9.23
M826,A33,A-320,Scheduled,,2022-05-21,2022-06-01,2022-06-05,,123719.0,,,,Low,Cancelled,,84.0,9.0,-4931.0,
M3268,A50,B787,,Structure,2022-12-02,2022-12-04,2022-12-04,,57903.0,192.0,,V-C,,Delayed,Mumbai,,,3856.0,
M3975,A23,A-320,scheduled,Engine,,,,111006.0,159499.0,,18165.0,V-C,,Completed,,,8.0,48493.0,43.69
M617,A25,,,Engine,2023-10-04,2023-10-04,,25921.0,24223.0,,4888.0,inhouse,High,Cancelled,Frankfurt,,,-1698.0,
M115,A51,,Scheduled,,2023-04-03,2023-04-01,2023-04-04,119017.0,109453.0,168.0,,V-C,High,Completed,Chicago,117.0,1.0,-9564.0,-8.04
M418,A30,b737,Scheduled,Structure,2024-04-02,2024-04-04,2024-04-05,,48114.0,,37226.0,InHouse,Medium,Delayed,Chicago,23.0,,,-9.73
M3070,A04,b737,Emergency,,,,2023-12-13,,37233.0,,1192.0,,,InProgress,Paris,100.0,6.0,8052.0,27.59
M1626,A47,,,,,,2024-07-20,132764.0,97456.0,15.0,79195.0,V-B,,Completed,Dubai,,9.0,,-26.59
M275,A60,B787,Unscheduled,,2023-12-18,2023-12-24,2023-12-29,87289.0,,,82810.0,,Medium,InProgress,,50.0,9.0,23524.0,
M4186,A35,A320,Emergency,LandingGear,,,2023-10-10,,26360.0,,20853.0,V-C,High,,Atlanta,40.0,5.0,-11047.0,-29.53
M2897,A07,B777,Scheduled,,2023-04-21,2023-04-21,2023-04-25,,54792.0,,34824.0,V-B,Medium,Completed,Chicago,,9.0,,
M110,A23,A-320,,,2023-10-13,2023-10-22,2023-10-26,71492.0,92786.0,,87127.0,V-A,Medium,InProgress,,95.0,,21294.0,
M2083,A55,A-320,,,,,2024-02-17,32169.0,25371.0,,,,Medium,Completed,Tokyo,64.0,3.0,,
M754,A53,B777,scheduled,Hydraulics,2022-02-26,2022-03-03,,92420.0,108637.0,181.0,,V-A,,completed,Singapore,135.0,1.0,16217.0,17.55
M2547,A06,B777,,Engine,,2023-08-20,2023-08-22,47526.0,63688.0,,12660.0,,High,completed,Chennai,,4.0,16162.0,34.01
M3970,A20,A320,Emergency,Hydraulics,2023-07-13,,2023-07-14,,,,,V-A,Critical,,,40.0,6.0,,38.77
M3374,A48,A320,,Electrical,,2022-10-14,2022-10-17,29419.0,40150.0,85.0,,,,,Amsterdam,45.0,,10731.0,
M4108,A60,B737,Scheduled,,2023-01-05,,2023-01-07,87063.0,71239.0,14.0,84872.0,V-B,Low,Completed,,,2.0,-15824.0,-18.18
M2445,A41,,Scheduled,Structure,2023-02-05,2023-02-08,2023-02-11,39986.0,30375.0,50.0,1059.0,V-B,,,Singapore,,8.0,,
M4381,A18,B787,Emergency,Hydraulics,2022-09-14,,2022-09-29,101717.0,93241.0,,75195.0,InHouse,Low,Delayed,London,114.0,2.0,-8476.0,
M1067,A06,A-320,Scheduled,Avionics,,,,,20860.0,143.0,,,Critical,InProgress,,5.0,8.0,,-21.95
M3914,A49,,Scheduled,Electrical,2023-11-04,2023-11-12,2023-11-15,136052.0,138593.0,138.0,71448.0,,,Completed,Frankfurt,,10.0,,1.87
